day;hour; production 
2012-04-06;3; 0,392 
2012-04-06;4; 0,388 
2012-04-06;5; 0,373 
2012-04-06;6; 0,376 
2012-04-06;7; 0,374 
2012-04-06;8; 0,359 
2012-04-06;9; 0,360 
2012-04-06;10; 0,372 
2012-04-06;11; 0,392 
2012-04-06;12; 0,412 
2012-04-06;13; 0,425 
2012-04-06;14; 0,406 
2012-04-06;15; 0,404 
2012-04-06;16; 0,397 
2012-04-06;17; 0,381 
2012-04-06;18; 0,359 
2012-04-06;19; 0,357 
2012-04-06;20; 0,346 
2012-04-06;21; 0,321 
2012-04-06;22; 0,264 
2012-04-06;23; 0,248 
2012-04-06;24; 0,230 
2012-04-07;1; 0,221 
2012-04-07;2; 0,221 
2012-04-07;3; 0,220 
2012-04-07;4; 0,217 
2012-04-07;5; 0,218 
2012-04-07;6; 0,217 
2012-04-07;7; 0,216 
2012-04-07;8; 0,208 
2012-04-07;9; 0,205 
2012-04-07;10; 0,195 
2012-04-07;11; 0,193 
2012-04-07;12; 0,386 
2012-04-07;13; 0,523 
2012-04-07;14; 0,828 
2012-04-07;15; 0,584 
2012-04-07;16; 0,461 
2012-04-07;17; 0,380 
2012-04-07;18; 0,332 
2012-04-07;19; 0,301 
2012-04-07;20; 0,292 
2012-04-07;21; 0,285 
2012-04-07;22; 0,270 
2012-04-07;23; 0,226 
2012-04-07;24; 0,214 
2012-04-08;1; 0,216 
2012-04-08;2; 0,214 
2012-04-08;3; 0,215 
2012-04-08;4; 0,214 
2012-04-08;5; 0,215 
2012-04-08;6; 0,212 
2012-04-08;7; 0,211 
2012-04-08;8; 0,209 
2012-04-08;9; 0,208 
2012-04-08;10; 0,198 
2012-04-08;11; 0,285 
2012-04-08;12; 0,454 
2012-04-08;13; 0,493 
2012-04-08;14; 0,417 
2012-04-08;15; 0,327 
2012-04-08;16; 0,291 
2012-04-08;17; 0,296 
2012-04-08;18; 0,279 
2012-04-08;19; 0,264 
2012-04-08;20; 0,259 
2012-04-08;21; 0,260 
2012-04-08;22; 0,260 
2012-04-08;23; 0,252 
2012-04-08;24; 0,248 
2012-04-09;1; 0,250 
2012-04-09;2; 0,250 
2012-04-09;3; 0,250 
2012-04-09;4; 0,247 
2012-04-09;5; 0,243 
2012-04-09;6; 0,246 
2012-04-09;7; 0,245 
2012-04-09;8; 0,245 
2012-04-09;9; 0,238 
2012-04-09;10; 0,237 
2012-04-09;11; 0,242 
2012-04-09;12; 0,236 
2012-04-09;13; 0,236 
2012-04-09;14; 0,236 
2012-04-09;15; 0,239 
2012-04-09;16; 0,247 
2012-04-09;17; 0,253 
2012-04-09;18; 0,252 
2012-04-09;19; 0,248 
2012-04-09;20; 0,247 
2012-04-09;21; 0,242 
2012-04-09;22; 0,234 
2012-04-09;23; 0,235 
2012-04-09;24; 0,229 
2012-04-10;1; 0,225 
2012-04-10;2; 0,224 
2012-04-10;3; 0,220 
2012-04-10;4; 0,216 
2012-04-10;5; 0,218 
2012-04-10;6; 0,218 
2012-04-10;7; 0,217 
2012-04-10;8; 0,214 
2012-04-10;9; 0,207 
2012-04-10;10; 0,198 
2012-04-10;11; 0,195 
2012-04-10;12; 0,195 
2012-04-10;13; 0,195 
2012-04-10;14; 0,196 
2012-04-10;15; 0,190 
2012-04-10;16; 0,188 
2012-04-10;17; 0,202 
2012-04-10;18; 0,218 
2012-04-10;19; 0,216 
2012-04-10;20; 0,216 
2012-04-10;21; 0,225 
2012-04-10;22; 0,230 
2012-04-10;23; 0,233 
2012-04-10;24; 0,230 
2012-04-11;1; 0,225 
2012-04-11;2; 0,216 
2012-04-11;3; 0,223 
2012-04-11;4; 0,218 
2012-04-11;5; 0,223 
2012-04-11;6; 0,216 
2012-04-11;7; 0,214 
2012-04-11;8; 0,211 
2012-04-11;9; 0,210 
2012-04-11;10; 0,210 
2012-04-11;11; 0,200 
2012-04-11;12; 0,210 
2012-04-11;13; 0,224 
2012-04-11;14; 0,226 
2012-04-11;15; 0,236 
2012-04-11;16; 0,251 
2012-04-11;17; 0,266 
2012-04-11;18; 0,278 
2012-04-11;19; 0,284 
2012-04-11;20; 0,293 
2012-04-11;21; 0,303 
2012-04-11;22; 0,302 
2012-04-11;23; 0,297 
2012-04-11;24; 0,293 
2012-04-12;1; 0,286 
2012-04-12;2; 0,284 
2012-04-12;3; 0,280 
2012-04-12;4; 0,273 
2012-04-12;5; 0,264 
2012-04-12;6; 0,266 
2012-04-12;7; 0,267 
2012-04-12;8; 0,249 
2012-04-12;9; 0,233 
2012-04-12;10; 0,239 
2012-04-12;11; 0,240 
2012-04-12;12; 0,235 
2012-04-12;13; 0,238 
2012-04-12;14; 0,238 
2012-04-12;15; 0,241 
2012-04-12;16; 0,245 
2012-04-12;17; 0,251 
2012-04-12;18; 0,252 
2012-04-12;19; 0,255 
2012-04-12;20; 0,254 
2012-04-12;21; 0,256 
2012-04-12;22; 0,255 
2012-04-12;23; 0,248 
2012-04-12;24; 0,239 
2012-04-13;1; 0,238 
2012-04-13;2; 0,237 
2012-04-13;3; 0,233 
2012-04-13;4; 0,226 
2012-04-13;5; 0,226 
2012-04-13;6; 0,225 
2012-04-13;7; 0,222 
2012-04-13;8; 0,212 
2012-04-13;9; 0,207 
2012-04-13;10; 0,204 
2012-04-13;11; 0,200 
2012-04-13;12; 0,194 
2012-04-13;13; 0,197 
2012-04-13;14; 0,196 
2012-04-13;15; 0,196 
2012-04-13;16; 0,193 
2012-04-13;17; 0,200 
2012-04-13;18; 0,198 
2012-04-13;19; 0,195 
2012-04-13;20; 0,199 
2012-04-13;21; 0,202 
2012-04-13;22; 0,202 
2012-04-13;23; 0,200 
2012-04-13;24; 0,204 
2012-04-14;1; 0,201 
2012-04-14;2; 0,202 
2012-04-14;3; 0,204 
2012-04-14;4; 0,203 
2012-04-14;5; 0,201 
2012-04-14;6; 0,204 
2012-04-14;7; 0,200 
2012-04-14;8; 0,199 
2012-04-14;9; 0,198 
2012-04-14;10; 0,194 
2012-04-14;11; 0,082 
2012-04-14;12; 0,135 
2012-04-14;13; 0,220 
2012-04-14;14; 0,207 
2012-04-14;15; 0,207 
2012-04-14;16; 0,209 
2012-04-14;17; 0,216 
2012-04-14;18; 0,214 
2012-04-14;19; 0,143 
2012-04-14;20; 0,086 
2012-04-14;21; 0,226 
2012-04-14;22; 0,221 
2012-04-14;23; 0,221 
2012-04-14;24; 0,224 
2012-04-15;1; 0,189 
2012-04-15;2; -   
2012-04-15;3; -   
2012-04-15;4; -   
2012-04-15;5; -   
2012-04-15;6; -   
2012-04-15;7; -   
2012-04-15;8; -   
2012-04-15;9; 0,020 
2012-04-15;10; 0,484 
2012-04-15;11; 0,184 
2012-04-15;12; 0,191 
2012-04-15;13; 0,426 
2012-04-15;14; -   
2012-04-15;15; 0,162 
2012-04-15;16; 0,190 
2012-04-15;17; 0,191 
2012-04-15;18; 0,183 
2012-04-15;19; 0,187 
2012-04-15;20; 0,182 
2012-04-15;21; 0,183 
2012-04-15;22; 0,031 
2012-04-15;23; 0,174 
2012-04-15;24; 0,225 
2012-04-16;1; 0,223 
2012-04-16;2; 0,114 
2012-04-16;3; 0,024 
2012-04-16;4; 0,238 
2012-04-16;5; 0,174 
2012-04-16;6; -   
2012-04-16;7; -   
2012-04-16;8; -   
2012-04-16;9; -   
2012-04-16;10; -   
2012-04-16;11; 0,347 
2012-04-16;12; 0,462 
2012-04-16;13; 0,244 
2012-04-16;14; -   
2012-04-16;15; 0,455 
2012-04-16;16; 0,227 
2012-04-16;17; 0,143 
2012-04-16;18; 0,390 
2012-04-16;19; -   
2012-04-16;20; 0,428 
2012-04-16;21; 0,104 
2012-04-16;22; 0,075 
2012-04-16;23; 0,288 
2012-04-16;24; 0,286 
2012-04-17;1; 0,017 
2012-04-17;2; -   
2012-04-17;3; -   
2012-04-17;4; -   
2012-04-17;5; -   
2012-04-17;6; -   
2012-04-17;7; -   
2012-04-17;8; 0,064 
2012-04-17;9; 0,278 
2012-04-17;10; 0,081 
2012-04-17;11; 0,018 
2012-04-17;12; 0,288 
2012-04-17;13; 0,288 
2012-04-17;14; 0,287 
2012-04-17;15; 0,285 
2012-04-17;16; -   
2012-04-17;17; 0,232 
2012-04-17;18; 0,287 
2012-04-17;19; 0,079 
2012-04-17;20; -   
2012-04-17;21; -   
2012-04-17;22; 0,227 
2012-04-17;23; 0,281 
2012-04-17;24; 0,101 
2012-04-18;1; 0,036 
2012-04-18;2; 0,286 
2012-04-18;3; 0,006 
2012-04-18;4; -   
2012-04-18;5; 0,043 
2012-04-18;6; 0,237 
2012-04-18;7; -   
2012-04-18;8; -   
2012-04-18;9; 0,097 
2012-04-18;10; 0,233 
2012-04-18;11; -   
2012-04-18;12; 0,224 
2012-04-18;13; 0,462 
2012-04-18;14; 0,465 
2012-04-18;15; 0,468 
2012-04-18;16; 0,110 
2012-04-18;17; 0,359 
2012-04-18;18; 0,218 
2012-04-18;19; 0,153 
2012-04-18;20; 0,368 
2012-04-18;21; -   
2012-04-18;22; 0,441 
2012-04-18;23; 0,053 
2012-04-18;24; 0,262 
2012-04-19;1; 0,223 
2012-04-19;2; 0,063 
2012-04-19;3; 0,361 
2012-04-19;4; -   
2012-04-19;5; 0,254 
2012-04-19;6; 0,175 
2012-04-19;7; 0,075 
2012-04-19;8; 0,414 
2012-04-19;9; -   
2012-04-19;10; 0,413 
2012-04-19;11; 0,103 
2012-04-19;12; 0,199 
2012-04-19;13; 0,302 
2012-04-19;14; -   
2012-04-19;15; 0,441 
2012-04-19;16; 0,077 
2012-04-19;17; 0,291 
2012-04-19;18; 0,301 
2012-04-19;19; 0,131 
2012-04-19;20; 0,474 
2012-04-19;21; 0,027 
2012-04-19;22; 0,421 
2012-04-19;23; 0,194 
2012-04-19;24; 0,235 
2012-04-20;1; 0,365 
2012-04-20;2; 0,046 
2012-04-20;3; 0,484 
2012-04-20;4; 0,048 
2012-04-20;5; 0,346 
2012-04-20;6; 0,213 
2012-04-20;7; 0,171 
2012-04-20;8; 0,355 
2012-04-20;9; -   
2012-04-20;10; 0,486 
2012-04-20;11; 0,048 
2012-04-20;12; 0,322 
2012-04-20;13; 0,285 
2012-04-20;14; 0,074 
2012-04-20;15; 0,455 
2012-04-20;16; 0,185 
2012-04-20;17; 0,317 
2012-04-20;18; 0,467 
2012-04-20;19; 0,294 
2012-04-20;20; -   
2012-04-20;21; 0,104 
2012-04-20;22; 0,476 
2012-04-20;23; 0,476 
2012-04-20;24; 0,410 
2012-04-21;1; 0,177 
2012-04-21;2; 0,491 
2012-04-21;3; 0,409 
2012-04-21;4; 0,173 
2012-04-21;5; 0,487 
2012-04-21;6; 0,326 
2012-04-21;7; 0,242 
2012-04-21;8; 0,485 
2012-04-21;9; 0,211 
2012-04-21;10; 0,341 
2012-04-21;11; 0,476 
2012-04-21;12; 0,061 
2012-04-21;13; 0,493 
2012-04-21;14; 0,345 
2012-04-21;15; 0,199 
2012-04-21;16; 0,496 
2012-04-21;17; 0,148 
2012-04-21;18; 0,408 
2012-04-21;19; 0,486 
2012-04-21;20; 0,017 
2012-04-21;21; 0,326 
2012-04-21;22; 0,271 
2012-04-21;23; 0,260 
2012-04-21;24; 0,257 
2012-04-22;1; 0,255 
2012-04-22;2; 0,254 
2012-04-22;3; 0,252 
2012-04-22;4; 0,249 
2012-04-22;5; 0,242 
2012-04-22;6; 0,235 
2012-04-22;7; 0,234 
2012-04-22;8; 0,225 
2012-04-22;9; 0,225 
2012-04-22;10; 0,216 
2012-04-22;11; 0,212 
2012-04-22;12; 0,227 
2012-04-22;13; 0,239 
2012-04-22;14; 0,256 
2012-04-22;15; 0,296 
2012-04-22;16; 0,353 
2012-04-22;17; 0,426 
2012-04-22;18; 0,495 
2012-04-22;19; 0,548 
2012-04-22;20; 0,583 
2012-04-22;21; 0,603 
2012-04-22;22; 0,603 
2012-04-22;23; 0,602 
2012-04-22;24; 0,588 
2012-04-23;1; 0,573 
2012-04-23;2; 0,560 
2012-04-23;3; 0,542 
2012-04-23;4; 0,528 
2012-04-23;5; 0,506 
2012-04-23;6; 0,487 
2012-04-23;7; 0,474 
2012-04-23;8; 0,453 
2012-04-23;9; 0,429 
2012-04-23;10; 0,423 
2012-04-23;11; 0,416 
2012-04-23;12; 0,411 
2012-04-23;13; 0,420 
2012-04-23;14; 0,428 
2012-04-23;15; 0,447 
2012-04-23;16; 0,466 
2012-04-23;17; 0,496 
2012-04-23;18; 0,527 
2012-04-23;19; 0,553 
2012-04-23;20; 0,577 
2012-04-23;21; 0,588 
2012-04-23;22; 0,588 
2012-04-23;23; 0,587 
2012-04-23;24; 0,585 
2012-04-24;1; 0,577 
2012-04-24;2; 0,568 
2012-04-24;3; 0,559 
2012-04-24;4; 0,548 
2012-04-24;5; 0,545 
2012-04-24;6; 0,538 
2012-04-24;7; 0,542 
2012-04-24;8; 0,533 
2012-04-24;9; 0,535 
2012-04-24;10; 0,542 
2012-04-24;11; 0,552 
2012-04-24;12; 0,558 
2012-04-24;13; 0,576 
2012-04-24;14; 0,612 
2012-04-24;15; 0,651 
2012-04-24;16; 0,708 
2012-04-24;17; 0,767 
2012-04-24;18; 0,822 
2012-04-24;19; 0,868 
2012-04-24;20; 0,902 
2012-04-24;21; 0,913 
2012-04-24;22; 0,914 
2012-04-24;23; 0,910 
2012-04-24;24; 0,899 
2012-04-25;1; 0,878 
2012-04-25;2; 0,851 
2012-04-25;3; 0,828 
2012-04-25;4; 0,807 
2012-04-25;5; 0,780 
2012-04-25;6; 0,754 
2012-04-25;7; 0,733 
2012-04-25;8; 0,707 
2012-04-25;9; 0,688 
2012-04-25;10; 0,668 
2012-04-25;11; 0,663 
2012-04-25;12; 0,660 
2012-04-25;13; 0,674 
2012-04-25;14; 0,700 
2012-04-25;15; 0,747 
2012-04-25;16; 0,784 
2012-04-25;17; 0,817 
2012-04-25;18; 0,849 
2012-04-25;19; 0,871 
2012-04-25;20; 0,893 
2012-04-25;21; 0,907 
2012-04-25;22; 0,919 
2012-04-25;23; 0,920 
2012-04-25;24; 0,922 
2012-04-26;1; 0,927 
2012-04-26;2; 0,977 
2012-04-26;3; 1,073 
2012-04-26;4; 1,161 
2012-04-26;5; 1,241 
2012-04-26;6; 1,322 
2012-04-26;7; 1,376 
2012-04-26;8; 1,399 
2012-04-26;9; 1,404 
2012-04-26;10; 1,398 
2012-04-26;11; 1,391 
2012-04-26;12; 1,394 
2012-04-26;13; 1,449 
2012-04-26;14; 1,563 
2012-04-26;15; 1,711 
2012-04-26;16; 1,897 
2012-04-26;17; 2,142 
2012-04-26;18; 2,238 
2012-04-26;19; 2,232 
2012-04-26;20; 2,338 
2012-04-26;21; 2,397 
2012-04-26;22; 2,435 
2012-04-26;23; 2,440 
2012-04-26;24; 2,416 
2012-04-27;1; 2,384 
2012-04-27;2; 2,341 
2012-04-27;3; 2,289 
2012-04-27;4; 2,239 
2012-04-27;5; 2,014 
2012-04-27;6; 0,969 
2012-04-27;7; 0,405 
2012-04-27;8; 2,119 
2012-04-27;9; 2,280 
2012-04-27;10; 2,222 
2012-04-27;11; 2,188 
2012-04-27;12; 2,173 
2012-04-27;13; 2,174 
2012-04-27;14; 2,204 
2012-04-27;15; 2,251 
2012-04-27;16; 2,319 
2012-04-27;17; 2,395 
2012-04-27;18; 2,466 
2012-04-27;19; 2,522 
2012-04-27;20; 2,556 
2012-04-27;21; 2,538 
2012-04-27;22; 2,504 
2012-04-27;23; 2,440 
2012-04-27;24; 2,364 
2012-04-28;1; 2,298 
2012-04-28;2; 2,229 
2012-04-28;3; 2,154 
2012-04-28;4; 2,090 
2012-04-28;5; 2,016 
2012-04-28;6; 1,953 
2012-04-28;7; 1,903 
2012-04-28;8; 1,818 
2012-04-28;9; 1,765 
2012-04-28;10; 1,714 
2012-04-28;11; 1,648 
2012-04-28;12; 1,599 
2012-04-28;13; 1,562 
2012-04-28;14; 1,528 
2012-04-28;15; 1,117 
2012-04-28;16; 1,586 
2012-04-28;17; 1,493 
2012-04-28;18; 1,472 
2012-04-28;19; 1,422 
2012-04-28;20; 1,381 
2012-04-28;21; 1,328 
2012-04-28;22; 1,285 
2012-04-28;23; 1,250 
2012-04-28;24; 1,217 
2012-04-29;1; 1,179 
2012-04-29;2; 1,151 
2012-04-29;3; 1,118 
2012-04-29;4; 1,088 
2012-04-29;5; 1,037 
2012-04-29;6; 0,998 
2012-04-29;7; 0,969 
2012-04-29;8; 0,956 
2012-04-29;9; 0,970 
2012-04-29;10; 0,981 
2012-04-29;11; 0,959 
2012-04-29;12; 1,036 
2012-04-29;13; 0,975 
2012-04-29;14; 0,887 
2012-04-29;15; 0,456 
2012-04-29;16; 0,300 
2012-04-29;17; 0,876 
2012-04-29;18; 1,152 
2012-04-29;19; 1,129 
2012-04-29;20; 1,126 
2012-04-29;21; 1,123 
2012-04-29;22; 1,112 
2012-04-29;23; 1,098 
2012-04-29;24; 1,086 
2012-04-30;1; 1,073 
2012-04-30;2; 1,058 
2012-04-30;3; 1,043 
2012-04-30;4; 1,027 
2012-04-30;5; 1,011 
2012-04-30;6; 0,999 
2012-04-30;7; 0,986 
2012-04-30;8; 0,897 
2012-04-30;9; 0,964 
2012-04-30;10; 0,957 
2012-04-30;11; 0,397 
2012-04-30;12; 0,567 
2012-04-30;13; 1,001 
2012-04-30;14; 1,004 
2012-04-30;15; 1,082 
2012-04-30;16; 1,186 
2012-04-30;17; 1,299 
2012-04-30;18; 1,412 
2012-04-30;19; 1,507 
2012-04-30;20; 1,589 
2012-04-30;21; 1,631 
2012-04-30;22; 1,647 
2012-04-30;23; 1,657 
2012-04-30;24; 1,656 
2012-05-01;1; 1,650 
2012-05-01;2; 1,635 
2012-05-01;3; 1,621 
2012-05-01;4; 1,603 
2012-05-01;5; 1,569 
2012-05-01;6; 1,547 
2012-05-01;7; 1,520 
2012-05-01;8; 1,488 
2012-05-01;9; 1,464 
2012-05-01;10; 1,440 
2012-05-01;11; 1,419 
2012-05-01;12; 1,422 
2012-05-01;13; 1,459 
2012-05-01;14; 1,545 
2012-05-01;15; 1,664 
2012-05-01;16; 1,826 
2012-05-01;17; 2,010 
2012-05-01;18; 2,162 
2012-05-01;19; 2,274 
2012-05-01;20; 2,363 
2012-05-01;21; 2,443 
2012-05-01;22; 2,497 
2012-05-01;23; 2,529 
2012-05-01;24; 2,543 
2012-05-02;1; 2,547 
2012-05-02;2; 2,535 
2012-05-02;3; 2,517 
2012-05-02;4; 2,492 
2012-05-02;5; 2,455 
2012-05-02;6; 2,410 
2012-05-02;7; 2,363 
2012-05-02;8; 2,310 
2012-05-02;9; 2,260 
2012-05-02;10; 2,209 
2012-05-02;11; 2,160 
2012-05-02;12; 2,117 
2012-05-02;13; 2,080 
2012-05-02;14; 2,064 
2012-05-02;15; 2,081 
2012-05-02;16; 2,136 
2012-05-02;17; 2,199 
2012-05-02;18; 2,260 
2012-05-02;19; 2,325 
2012-05-02;20; 2,368 
2012-05-02;21; 2,401 
2012-05-02;22; 2,416 
2012-05-02;23; 2,402 
2012-05-02;24; 2,385 
2012-05-03;1; 2,354 
2012-05-03;2; 2,319 
2012-05-03;3; 2,280 
2012-05-03;4; 2,242 
2012-05-03;5; 2,197 
2012-05-03;6; 2,153 
2012-05-03;7; 2,105 
2012-05-03;8; 2,051 
2012-05-03;9; 1,996 
2012-05-03;10; 1,942 
2012-05-03;11; 1,904 
2012-05-03;12; 1,870 
2012-05-03;13; 1,872 
2012-05-03;14; 1,916 
2012-05-03;15; 1,990 
2012-05-03;16; 2,066 
2012-05-03;17; 2,122 
2012-05-03;18; 2,166 
2012-05-03;19; 2,216 
2012-05-03;20; 2,243 
2012-05-03;21; 2,241 
2012-05-03;22; 2,225 
2012-05-03;23; 2,196 
2012-05-03;24; 2,154 
2012-05-04;1; 2,107 
2012-05-04;2; 2,059 
2012-05-04;3; 2,010 
2012-05-04;4; 1,951 
2012-05-04;5; 1,896 
2012-05-04;6; 1,850 
2012-05-04;7; 1,808 
2012-05-04;8; 1,751 
2012-05-04;9; 1,707 
2012-05-04;10; 1,666 
2012-05-04;11; 1,621 
2012-05-04;12; 1,589 
2012-05-04;13; 1,560 
2012-05-04;14; 1,537 
2012-05-04;15; 1,525 
2012-05-04;16; 1,525 
2012-05-04;17; 1,545 
2012-05-04;18; 1,559 
2012-05-04;19; 1,555 
2012-05-04;20; 1,534 
2012-05-04;21; 1,513 
2012-05-04;22; 1,480 
2012-05-04;23; 1,441 
2012-05-04;24; 1,420 
2012-05-05;1; 1,382 
2012-05-05;2; 1,354 
2012-05-05;3; 1,328 
2012-05-05;4; 1,305 
2012-05-05;5; 1,276 
2012-05-05;6; 1,244 
2012-05-05;7; 1,214 
2012-05-05;8; 1,183 
2012-05-05;9; 1,189 
2012-05-05;10; 1,192 
2012-05-05;11; 1,142 
2012-05-05;12; 1,125 
2012-05-05;13; 1,102 
2012-05-05;14; 1,083 
2012-05-05;15; 1,080 
2012-05-05;16; 1,083 
2012-05-05;17; 1,076 
2012-05-05;18; 1,073 
2012-05-05;19; 1,079 
2012-05-05;20; 1,091 
2012-05-05;21; 1,084 
2012-05-05;22; 1,066 
2012-05-05;23; 1,039 
2012-05-05;24; 1,014 
2012-05-06;1; 0,993 
2012-05-06;2; 0,967 
2012-05-06;3; 0,932 
2012-05-06;4; 0,910 
2012-05-06;5; 0,895 
2012-05-06;6; 0,883 
2012-05-06;7; 0,887 
2012-05-06;8; 0,875 
2012-05-06;9; 0,866 
2012-05-06;10; 0,896 
2012-05-06;11; 0,896 
2012-05-06;12; 0,863 
2012-05-06;13; 0,856 
2012-05-06;14; 0,826 
2012-05-06;15; 0,819 
2012-05-06;16; 0,826 
2012-05-06;17; 0,819 
2012-05-06;18; 0,805 
2012-05-06;19; 0,775 
2012-05-06;20; 0,768 
2012-05-06;21; 0,755 
2012-05-06;22; 0,738 
2012-05-06;23; 0,725 
2012-05-06;24; 0,708 
2012-05-07;1; 0,698 
2012-05-07;2; 0,692 
2012-05-07;3; 0,680 
2012-05-07;4; 0,667 
2012-05-07;5; 0,661 
2012-05-07;6; 0,652 
2012-05-07;7; 0,638 
2012-05-07;8; 0,629 
2012-05-07;9; 0,614 
2012-05-07;10; 0,610 
2012-05-07;11; 0,604 
2012-05-07;12; 0,598 
2012-05-07;13; 0,607 
2012-05-07;14; 0,627 
2012-05-07;15; 0,649 
2012-05-07;16; 0,680 
2012-05-07;17; 0,701 
2012-05-07;18; 0,728 
2012-05-07;19; 0,772 
2012-05-07;20; 0,811 
2012-05-07;21; 0,830 
2012-05-07;22; 0,835 
2012-05-07;23; 0,828 
2012-05-07;24; 0,810 
2012-05-08;1; 0,793 
2012-05-08;2; 0,775 
2012-05-08;3; 0,760 
2012-05-08;4; 0,744 
2012-05-08;5; 0,724 
2012-05-08;6; 0,708 
2012-05-08;7; 0,694 
2012-05-08;8; 0,676 
2012-05-08;9; 0,669 
2012-05-08;10; 0,652 
2012-05-08;11; 0,645 
2012-05-08;12; 0,647 
2012-05-08;13; 0,659 
2012-05-08;14; 0,697 
2012-05-08;15; 0,777 
2012-05-08;16; 0,873 
2012-05-08;17; 0,953 
2012-05-08;18; 1,017 
2012-05-08;19; 1,058 
2012-05-08;20; 1,078 
2012-05-08;21; 1,091 
2012-05-08;22; 1,095 
2012-05-08;23; 1,095 
2012-05-08;24; 1,087 
2012-05-09;1; 1,071 
2012-05-09;2; 1,052 
2012-05-09;3; 1,034 
2012-05-09;4; 1,016 
2012-05-09;5; 0,992 
2012-05-09;6; 0,968 
2012-05-09;7; 0,949 
2012-05-09;8; 0,927 
2012-05-09;9; 0,904 
2012-05-09;10; 0,887 
2012-05-09;11; 0,881 
2012-05-09;12; 0,891 
2012-05-09;13; 0,969 
2012-05-09;14; 1,136 
2012-05-09;15; 1,368 
2012-05-09;16; 1,621 
2012-05-09;17; 1,830 
2012-05-09;18; 2,006 
2012-05-09;19; 2,134 
2012-05-09;20; 2,227 
2012-05-09;21; 2,269 
2012-05-09;22; 2,292 
2012-05-09;23; 2,288 
2012-05-09;24; 2,261 
2012-05-10;1; 2,227 
2012-05-10;2; 2,177 
2012-05-10;3; 2,119 
2012-05-10;4; 2,057 
2012-05-10;5; 2,000 
2012-05-10;6; 1,944 
2012-05-10;7; 1,888 
2012-05-10;8; 1,829 
2012-05-10;9; 1,774 
2012-05-10;10; 1,730 
2012-05-10;11; 1,710 
2012-05-10;12; 1,735 
2012-05-10;13; 1,814 
2012-05-10;14; 1,954 
2012-05-10;15; 2,148 
2012-05-10;16; 2,322 
2012-05-10;17; 2,465 
2012-05-10;18; 2,532 
2012-05-10;19; 2,644 
2012-05-10;20; 2,654 
2012-05-10;21; 2,656 
2012-05-10;22; 2,657 
2012-05-10;23; 2,654 
2012-05-10;24; 2,653 
2012-05-11;1; 2,658 
2012-05-11;2; 2,656 
2012-05-11;3; 2,604 
2012-05-11;4; 2,528 
2012-05-11;5; 2,464 
2012-05-11;6; 2,400 
2012-05-11;7; 2,340 
2012-05-11;8; 2,275 
2012-05-11;9; 2,218 
2012-05-11;10; 2,156 
2012-05-11;11; 2,103 
2012-05-11;12; 2,077 
2012-05-11;13; 2,097 
2012-05-11;14; 2,141 
2012-05-11;15; 2,186 
2012-05-11;16; 2,283 
2012-05-11;17; 2,446 
2012-05-11;18; 2,629 
2012-05-11;19; 2,549 
2012-05-11;20; 2,822 
2012-05-11;21; 3,012 
2012-05-11;22; 3,004 
2012-05-11;23; 2,939 
2012-05-11;24; 2,805 
2012-05-12;1; 2,644 
2012-05-12;2; 2,468 
2012-05-12;3; 2,305 
2012-05-12;4; 2,165 
2012-05-12;5; 2,040 
2012-05-12;6; 1,924 
2012-05-12;7; 1,810 
2012-05-12;8; 1,713 
2012-05-12;9; 1,636 
2012-05-12;10; 1,535 
2012-05-12;11; 1,789 
2012-05-12;12; 1,717 
2012-05-12;13; 1,661 
2012-05-12;14; 1,642 
2012-05-12;15; 1,645 
2012-05-12;16; 1,670 
2012-05-12;17; 1,700 
2012-05-12;18; 1,718 
2012-05-12;19; 1,725 
2012-05-12;20; 1,721 
2012-05-12;21; 1,717 
2012-05-12;22; 1,701 
2012-05-12;23; 1,672 
2012-05-12;24; 1,640 
2012-05-13;1; 1,611 
2012-05-13;2; 1,569 
2012-05-13;3; 1,525 
2012-05-13;4; 1,492 
2012-05-13;5; 1,454 
2012-05-13;6; 1,423 
2012-05-13;7; 1,393 
2012-05-13;8; 1,362 
2012-05-13;9; 1,339 
2012-05-13;10; 1,318 
2012-05-13;11; 1,309 
2012-05-13;12; 1,326 
2012-05-13;13; 1,375 
2012-05-13;14; 1,465 
2012-05-13;15; 1,637 
2012-05-13;16; 1,891 
2012-05-13;17; 2,160 
2012-05-13;18; 2,339 
2012-05-13;19; 2,444 
2012-05-13;20; 2,674 
2012-05-13;21; 2,836 
2012-05-13;22; 2,939 
2012-05-13;23; 3,008 
2012-05-13;24; 3,061 
2012-05-14;1; 3,126 
2012-05-14;2; 3,200 
2012-05-14;3; 3,296 
2012-05-14;4; 3,456 
2012-05-14;5; 3,690 
2012-05-14;6; 3,994 
2012-05-14;7; 4,162 
2012-05-14;8; 4,184 
2012-05-14;9; 4,100 
2012-05-14;10; 4,142 
2012-05-14;11; 4,356 
2012-05-14;12; 4,794 
2012-05-14;13; 4,947 
2012-05-14;14; 4,953 
2012-05-14;15; 4,967 
2012-05-14;16; 4,971 
2012-05-14;17; 4,963 
2012-05-14;18; 4,963 
2012-05-14;19; 4,963 
2012-05-14;20; 4,963 
2012-05-14;21; 4,961 
2012-05-14;22; 4,963 
2012-05-14;23; 4,961 
2012-05-14;24; 4,956 
2012-05-15;1; 4,126 
2012-05-15;2; 4,412 
2012-05-15;3; 4,820 
2012-05-15;4; 4,514 
2012-05-15;5; 4,234 
