day;hour; production 
2013-08-29;15; 0,795 
2013-08-29;16; 0,801 
2013-08-29;17; 0,806 
2013-08-29;18; 0,806 
2013-08-29;19; 0,800 
2013-08-29;20; 0,803 
2013-08-29;21; 0,794 
2013-08-29;22; 0,777 
2013-08-29;23; 0,752 
2013-08-29;24; 0,730 
2013-08-30;1; 0,708 
2013-08-30;2; 0,684 
2013-08-30;3; 0,660 
2013-08-30;4; 0,639 
2013-08-30;5; 0,620 
2013-08-30;6; 0,603 
2013-08-30;7; 0,586 
2013-08-30;8; 0,571 
2013-08-30;9; 0,559 
2013-08-30;10; 0,543 
2013-08-30;11; 0,534 
2013-08-30;12; 0,527 
2013-08-30;13; 0,527 
2013-08-30;14; 0,541 
2013-08-30;15; 0,612 
2013-08-30;16; 0,700 
2013-08-30;17; 0,761 
2013-08-30;18; 0,764 
2013-08-30;19; 0,765 
2013-08-30;20; 0,767 
2013-08-30;21; 0,758 
2013-08-30;22; 0,738 
2013-08-30;23; 0,707 
2013-08-30;24; 0,687 
2013-08-31;1; 0,676 
2013-08-31;2; 0,677 
2013-08-31;3; 0,688 
2013-08-31;4; 0,692 
2013-08-31;5; 0,716 
2013-08-31;6; 0,808 
2013-08-31;7; 0,928 
2013-08-31;8; 1,106 
2013-08-31;9; 1,726 
2013-08-31;10; 1,866 
2013-08-31;11; 1,628 
2013-08-31;12; 1,637 
2013-08-31;13; 1,682 
2013-08-31;14; 1,576 
2013-08-31;15; 1,489 
2013-08-31;16; 1,456 
2013-08-31;17; 1,526 
2013-08-31;18; 1,574 
2013-08-31;19; 1,749 
2013-08-31;20; 1,775 
2013-08-31;21; 1,963 
2013-08-31;22; 2,322 
2013-08-31;23; 2,152 
2013-08-31;24; 1,927 
2013-09-01;1; 1,768 
2013-09-01;2; 1,672 
2013-09-01;3; 1,809 
2013-09-01;4; 1,668 
2013-09-01;5; 1,568 
2013-09-01;6; 1,480 
2013-09-01;7; 1,404 
2013-09-01;8; 1,333 
2013-09-01;9; 1,269 
2013-09-01;10; 1,215 
2013-09-01;11; 1,175 
2013-09-01;12; 1,151 
2013-09-01;13; 1,167 
2013-09-01;14; 1,198 
2013-09-01;15; 1,249 
2013-09-01;16; 1,276 
2013-09-01;17; 1,316 
2013-09-01;18; 1,308 
2013-09-01;19; 1,329 
2013-09-01;20; 1,425 
2013-09-01;21; 1,690 
2013-09-01;22; 1,888 
2013-09-01;23; 1,999 
2013-09-01;24; 2,044 
2013-09-02;1; 2,183 
2013-09-02;2; 2,382 
2013-09-02;3; 2,515 
2013-09-02;4; 2,857 
2013-09-02;5; 3,219 
2013-09-02;6; 3,091 
2013-09-02;7; 2,778 
2013-09-02;8; 2,546 
2013-09-02;9; 2,358 
2013-09-02;10; 2,199 
2013-09-02;11; 2,068 
2013-09-02;12; 1,948 
2013-09-02;13; 1,842 
2013-09-02;14; 1,750 
2013-09-02;15; 1,674 
2013-09-02;16; 1,836 
2013-09-02;17; 1,847 
2013-09-02;18; 1,787 
2013-09-02;19; 1,725 
2013-09-02;20; 1,667 
2013-09-02;21; 1,621 
2013-09-02;22; 1,578 
2013-09-02;23; 1,553 
2013-09-02;24; 1,555 
2013-09-03;1; 1,571 
2013-09-03;2; 1,596 
2013-09-03;3; 1,591 
2013-09-03;4; 1,575 
2013-09-03;5; 1,536 
2013-09-03;6; 1,488 
2013-09-03;7; 1,447 
2013-09-03;8; 1,414 
2013-09-03;9; 1,382 
2013-09-03;10; 1,355 
2013-09-03;11; 1,333 
2013-09-03;12; 1,319 
2013-09-03;13; 1,333 
2013-09-03;14; 1,373 
2013-09-03;15; 1,401 
2013-09-03;16; 1,388 
2013-09-03;17; 1,378 
2013-09-03;18; 1,380 
2013-09-03;19; 1,386 
2013-09-03;20; 1,386 
2013-09-03;21; 1,358 
2013-09-03;22; 1,321 
2013-09-03;23; 1,285 
2013-09-03;24; 1,248 
2013-09-04;1; 1,237 
2013-09-04;2; 1,260 
2013-09-04;3; 1,320 
2013-09-04;4; 1,404 
2013-09-04;5; 1,492 
2013-09-04;6; 1,609 
2013-09-04;7; 1,601 
2013-09-04;8; 1,575 
2013-09-04;9; 1,539 
2013-09-04;10; 1,523 
2013-09-04;11; 1,520 
2013-09-04;12; 1,525 
2013-09-04;13; 1,530 
2013-09-04;14; 1,593 
2013-09-04;15; 1,735 
2013-09-04;16; 1,743 
2013-09-04;17; 1,663 
2013-09-04;18; 1,609 
2013-09-04;19; 1,572 
2013-09-04;20; 1,554 
2013-09-04;21; 1,508 
2013-09-04;22; 1,467 
2013-09-04;23; 1,433 
2013-09-04;24; 1,377 
2013-09-05;1; 1,315 
2013-09-05;2; 1,254 
2013-09-05;3; 1,209 
2013-09-05;4; 1,180 
2013-09-05;5; 1,155 
2013-09-05;6; 1,127 
2013-09-05;7; 1,106 
2013-09-05;8; 1,082 
2013-09-05;9; 1,079 
2013-09-05;10; 1,080 
2013-09-05;11; 1,101 
2013-09-05;12; 1,133 
2013-09-05;13; 1,201 
2013-09-05;14; 1,255 
2013-09-05;15; 1,302 
2013-09-05;16; 1,428 
2013-09-05;17; 1,430 
2013-09-05;18; 1,416 
2013-09-05;19; 1,433 
2013-09-05;20; 1,410 
2013-09-05;21; 1,343 
2013-09-05;22; 1,305 
2013-09-05;23; 1,279 
2013-09-05;24; 1,258 
2013-09-06;1; 1,227 
2013-09-06;2; 1,212 
2013-09-06;3; 1,244 
2013-09-06;4; 1,231 
2013-09-06;5; 1,181 
2013-09-06;6; 1,154 
2013-09-06;7; 1,163 
2013-09-06;8; 1,144 
2013-09-06;9; 1,116 
2013-09-06;10; 1,124 
2013-09-06;11; 1,135 
2013-09-06;12; 1,147 
2013-09-06;13; 1,180 
2013-09-06;14; 1,222 
2013-09-06;15; 1,239 
2013-09-06;16; 1,281 
2013-09-06;17; 1,283 
2013-09-06;18; 1,234 
2013-09-06;19; 1,226 
2013-09-06;20; 1,257 
2013-09-06;21; 1,261 
2013-09-06;22; 1,354 
2013-09-06;23; 1,354 
2013-09-06;24; 1,328 
2013-09-07;1; 1,296 
2013-09-07;2; 1,284 
2013-09-07;3; 1,265 
2013-09-07;4; 1,236 
2013-09-07;5; 1,233 
2013-09-07;6; 1,227 
2013-09-07;7; 1,202 
2013-09-07;8; 1,181 
2013-09-07;9; 1,172 
2013-09-07;10; 1,157 
2013-09-07;11; 1,143 
2013-09-07;12; 1,134 
2013-09-07;13; 1,150 
2013-09-07;14; 1,185 
2013-09-07;15; 1,187 
2013-09-07;16; 1,185 
2013-09-07;17; 1,174 
2013-09-07;18; 1,207 
2013-09-07;19; 1,284 
2013-09-07;20; 1,271 
2013-09-07;21; 1,266 
2013-09-07;22; 1,244 
2013-09-07;23; 1,234 
2013-09-07;24; 1,233 
2013-09-08;1; 1,248 
2013-09-08;2; 1,263 
2013-09-08;3; 1,250 
2013-09-08;4; 1,237 
2013-09-08;5; 1,229 
2013-09-08;6; 1,205 
2013-09-08;7; 1,170 
2013-09-08;8; 1,157 
2013-09-08;9; 1,160 
2013-09-08;10; 1,149 
2013-09-08;11; 1,140 
2013-09-08;12; 1,142 
2013-09-08;13; 1,146 
2013-09-08;14; 1,201 
2013-09-08;15; 1,278 
2013-09-08;16; 1,302 
2013-09-08;17; 1,317 
2013-09-08;18; 1,305 
2013-09-08;19; 1,262 
2013-09-08;20; 1,205 
2013-09-08;21; 1,171 
2013-09-08;22; 1,154 
2013-09-08;23; 1,142 
2013-09-08;24; 1,118 
2013-09-09;1; 1,097 
2013-09-09;2; 1,036 
2013-09-09;3; 0,986 
2013-09-09;4; 0,938 
2013-09-09;5; 0,898 
2013-09-09;6; 0,862 
2013-09-09;7; 0,829 
2013-09-09;8; 0,795 
2013-09-09;9; 0,773 
2013-09-09;10; 0,754 
2013-09-09;11; 0,728 
2013-09-09;12; 0,720 
2013-09-09;13; 0,723 
2013-09-09;14; 0,765 
2013-09-09;15; 0,818 
2013-09-09;16; 0,844 
2013-09-09;17; 0,826 
2013-09-09;18; 0,817 
2013-09-09;19; 0,811 
2013-09-09;20; 0,781 
2013-09-09;21; 0,743 
2013-09-09;22; 0,723 
2013-09-09;23; 0,703 
2013-09-09;24; 0,676 
2013-09-10;1; 0,648 
2013-09-10;2; 0,623 
2013-09-10;3; 0,606 
2013-09-10;4; 0,585 
2013-09-10;5; 0,567 
2013-09-10;6; 0,552 
2013-09-10;7; 0,538 
2013-09-10;8; 0,520 
2013-09-10;9; 0,500 
2013-09-10;10; 0,490 
2013-09-10;11; 0,489 
2013-09-10;12; 0,490 
2013-09-10;13; 0,489 
2013-09-10;14; 0,486 
2013-09-10;15; 0,487 
2013-09-10;16; 0,486 
2013-09-10;17; 0,537 
2013-09-10;18; 0,556 
2013-09-10;19; 0,565 
2013-09-10;20; 0,568 
2013-09-10;21; 0,552 
2013-09-10;22; 0,533 
2013-09-10;23; 0,515 
2013-09-10;24; 0,500 
2013-09-11;1; 0,494 
2013-09-11;2; 0,493 
2013-09-11;3; 0,492 
2013-09-11;4; 0,491 
2013-09-11;5; 0,493 
2013-09-11;6; 0,490 
2013-09-11;7; 0,489 
2013-09-11;8; 0,483 
2013-09-11;9; 0,490 
2013-09-11;10; 0,488 
2013-09-11;11; 0,488 
2013-09-11;12; 0,488 
2013-09-11;13; 0,489 
2013-09-11;14; 0,489 
2013-09-11;15; 0,488 
2013-09-11;16; 0,487 
2013-09-11;17; 0,539 
2013-09-11;18; 0,674 
2013-09-11;19; 0,707 
2013-09-11;20; 0,708 
2013-09-11;21; 0,692 
2013-09-11;22; 0,668 
2013-09-11;23; 0,642 
2013-09-11;24; 0,630 
2013-09-12;1; 0,627 
2013-09-12;2; 0,615 
2013-09-12;3; 0,600 
2013-09-12;4; 0,583 
2013-09-12;5; 0,569 
2013-09-12;6; 0,565 
2013-09-12;7; 0,577 
2013-09-12;8; 0,592 
2013-09-12;9; 0,580 
2013-09-12;10; 0,565 
2013-09-12;11; 0,580 
2013-09-12;12; 0,648 
2013-09-12;13; 0,778 
2013-09-12;14; 0,871 
2013-09-12;15; 0,935 
2013-09-12;16; 0,985 
2013-09-12;17; 1,004 
2013-09-12;18; 1,001 
2013-09-12;19; 0,982 
2013-09-12;20; 0,960 
2013-09-12;21; 0,939 
2013-09-12;22; 0,907 
2013-09-12;23; 0,864 
2013-09-12;24; 0,834 
2013-09-13;1; 0,807 
2013-09-13;2; 0,793 
2013-09-13;3; 0,790 
2013-09-13;4; 0,792 
2013-09-13;5; 0,808 
2013-09-13;6; 0,818 
2013-09-13;7; 0,825 
2013-09-13;8; 0,830 
2013-09-13;9; 0,834 
2013-09-13;10; 0,817 
2013-09-13;11; 0,827 
2013-09-13;12; 0,836 
2013-09-13;13; 0,884 
2013-09-13;14; 0,936 
2013-09-13;15; 0,999 
2013-09-13;16; 1,003 
2013-09-13;17; 1,014 
2013-09-13;18; 1,024 
2013-09-13;19; 1,022 
2013-09-13;20; 1,025 
2013-09-13;21; 1,068 
2013-09-13;22; 1,080 
2013-09-13;23; 1,175 
2013-09-13;24; 1,275 
2013-09-14;1; 1,331 
2013-09-14;2; 1,265 
2013-09-14;3; 1,196 
2013-09-14;4; 1,153 
2013-09-14;5; 1,117 
2013-09-14;6; 1,088 
2013-09-14;7; 1,054 
2013-09-14;8; 1,010 
2013-09-14;9; 0,968 
2013-09-14;10; 0,943 
2013-09-14;11; 0,928 
2013-09-14;12; 0,916 
2013-09-14;13; 0,907 
2013-09-14;14; 0,898 
2013-09-14;15; 0,895 
2013-09-14;16; 0,930 
2013-09-14;17; 0,991 
2013-09-14;18; 1,068 
2013-09-14;19; 1,168 
2013-09-14;20; 1,238 
2013-09-14;21; 1,252 
2013-09-14;22; 1,214 
2013-09-14;23; 1,157 
2013-09-14;24; 1,117 
2013-09-15;1; 1,089 
2013-09-15;2; 1,059 
2013-09-15;3; 1,025 
2013-09-15;4; 1,011 
2013-09-15;5; 0,998 
2013-09-15;6; 1,006 
2013-09-15;7; 1,004 
2013-09-15;8; 0,998 
2013-09-15;9; 0,999 
2013-09-15;10; 1,008 
2013-09-15;11; 1,021 
2013-09-15;12; 1,078 
2013-09-15;13; 1,113 
2013-09-15;14; 1,194 
2013-09-15;15; 1,313 
2013-09-15;16; 1,388 
2013-09-15;17; 1,411 
2013-09-15;18; 1,448 
2013-09-15;19; 1,400 
2013-09-15;20; 1,357 
2013-09-15;21; 1,380 
2013-09-15;22; 1,475 
2013-09-15;23; 1,711 
2013-09-15;24; 1,676 
2013-09-16;1; 1,604 
2013-09-16;2; 1,537 
2013-09-16;3; 1,552 
2013-09-16;4; 1,501 
2013-09-16;5; 1,423 
2013-09-16;6; 1,351 
2013-09-16;7; 1,291 
2013-09-16;8; 1,263 
2013-09-16;9; 1,277 
2013-09-16;10; 1,370 
2013-09-16;11; 1,418 
2013-09-16;12; 1,607 
2013-09-16;13; 2,634 
2013-09-16;14; 4,129 
2013-09-16;15; 4,680 
2013-09-16;16; 4,843 
2013-09-16;17; 4,856 
2013-09-16;18; 4,849 
2013-09-16;19; 4,858 
2013-09-16;20; 4,859 
2013-09-16;21; 4,785 
2013-09-16;22; 4,324 
2013-09-16;23; 3,844 
2013-09-16;24; 3,445 
2013-09-17;1; 3,106 
2013-09-17;2; 2,810 
2013-09-17;3; 2,565 
2013-09-17;4; 2,351 
2013-09-17;5; 2,156 
2013-09-17;6; 1,993 
2013-09-17;7; 1,853 
2013-09-17;8; 1,735 
2013-09-17;9; 1,752 
2013-09-17;10; 1,796 
2013-09-17;11; 1,691 
2013-09-17;12; 1,609 
2013-09-17;13; 1,530 
2013-09-17;14; 1,458 
2013-09-17;15; 1,390 
2013-09-17;16; 1,325 
2013-09-17;17; 1,262 
2013-09-17;18; 1,208 
2013-09-17;19; 1,159 
2013-09-17;20; 1,119 
2013-09-17;21; 1,083 
2013-09-17;22; 1,049 
2013-09-17;23; 1,025 
2013-09-17;24; 0,998 
2013-09-18;1; 0,971 
2013-09-18;2; 0,944 
2013-09-18;3; 0,922 
2013-09-18;4; 0,898 
2013-09-18;5; 0,874 
2013-09-18;6; 0,849 
2013-09-18;7; 0,828 
2013-09-18;8; 0,795 
2013-09-18;9; 0,771 
2013-09-18;10; 0,748 
2013-09-18;11; 0,735 
2013-09-18;12; 0,703 
2013-09-18;13; 0,691 
2013-09-18;14; 0,670 
2013-09-18;15; 0,650 
2013-09-18;16; 0,625 
2013-09-18;17; 0,616 
2013-09-18;18; 0,611 
2013-09-18;19; 0,615 
2013-09-18;20; 0,616 
2013-09-18;21; 0,601 
2013-09-18;22; 0,584 
2013-09-18;23; 0,570 
2013-09-18;24; 0,554 
2013-09-19;1; 0,540 
2013-09-19;2; 0,522 
2013-09-19;3; 0,505 
2013-09-19;4; 0,492 
2013-09-19;5; 0,483 
2013-09-19;6; 0,481 
2013-09-19;7; 0,483 
2013-09-19;8; 0,480 
2013-09-19;9; 0,475 
2013-09-19;10; 0,475 
2013-09-19;11; 0,476 
2013-09-19;12; 0,476 
2013-09-19;13; 0,476 
2013-09-19;14; 0,477 
2013-09-19;15; 0,477 
2013-09-19;16; 0,221 
2013-09-19;17; 0,436 
2013-09-19;18; 0,482 
2013-09-19;19; 0,479 
2013-09-19;20; 0,479 
2013-09-19;21; 0,473 
2013-09-19;22; 0,475 
2013-09-19;23; 0,472 
2013-09-19;24; 0,481 
2013-09-20;1; 0,480 
2013-09-20;2; 0,110 
2013-09-20;3; 0,490 
2013-09-20;4; 0,470 
2013-09-20;5; 0,473 
2013-09-20;6; 0,318 
2013-09-20;7; 0,273 
2013-09-20;8; 0,471 
2013-09-20;9; 0,471 
2013-09-20;10; 0,146 
2013-09-20;11; 0,415 
2013-09-20;12; 0,474 
2013-09-20;13; 0,302 
2013-09-20;14; 0,237 
2013-09-20;15; 0,472 
2013-09-20;16; 0,470 
2013-09-20;17; 0,184 
2013-09-20;18; 0,392 
2013-09-20;19; 0,472 
2013-09-20;20; 0,467 
2013-09-20;21; 0,241 
2013-09-20;22; 0,340 
2013-09-20;23; 0,468 
2013-09-20;24; 0,422 
2013-09-21;1; 0,120 
2013-09-21;2; 0,476 
2013-09-21;3; 0,418 
2013-09-21;4; 0,098 
2013-09-21;5; 0,475 
2013-09-21;6; 0,331 
2013-09-21;7; 0,176 
2013-09-21;8; 0,476 
2013-09-21;9; 0,228 
2013-09-21;10; 0,281 
2013-09-21;11; 0,467 
2013-09-21;12; 0,464 
2013-09-21;13; 0,466 
2013-09-21;14; 1,309 
2013-09-21;15; 1,305 
2013-09-21;16; 1,091 
2013-09-21;17; 0,959 
2013-09-21;18; 0,877 
2013-09-21;19; 0,837 
2013-09-21;20; 0,836 
2013-09-21;21; 0,848 
2013-09-21;22; 0,866 
2013-09-21;23; 0,938 
2013-09-21;24; 0,943 
2013-09-22;1; 0,908 
2013-09-22;2; 0,910 
2013-09-22;3; 1,019 
2013-09-22;4; 1,446 
2013-09-22;5; 2,014 
2013-09-22;6; 2,356 
2013-09-22;7; 2,266 
2013-09-22;8; 2,206 
2013-09-22;9; 2,242 
2013-09-22;10; 2,230 
2013-09-22;11; 2,208 
2013-09-22;12; 2,254 
2013-09-22;13; 2,326 
2013-09-22;14; 2,354 
2013-09-22;15; 2,312 
2013-09-22;16; 2,233 
2013-09-22;17; 2,136 
2013-09-22;18; 2,001 
2013-09-22;19; 1,885 
2013-09-22;20; 1,786 
2013-09-22;21; 1,681 
2013-09-22;22; 1,752 
2013-09-22;23; 1,795 
2013-09-22;24; 1,718 
2013-09-23;1; 1,635 
2013-09-23;2; 1,551 
2013-09-23;3; 1,476 
2013-09-23;4; 1,407 
2013-09-23;5; 1,352 
2013-09-23;6; 1,317 
2013-09-23;7; 1,306 
2013-09-23;8; 1,330 
2013-09-23;9; 1,342 
2013-09-23;10; 1,355 
2013-09-23;11; 1,435 
2013-09-23;12; 1,507 
2013-09-23;13; 1,471 
2013-09-23;14; 1,401 
2013-09-23;15; 1,352 
2013-09-23;16; 1,319 
2013-09-23;17; 1,309 
2013-09-23;18; 1,301 
2013-09-23;19; 1,302 
2013-09-23;20; 1,313 
2013-09-23;21; 1,305 
2013-09-23;22; 1,338 
2013-09-23;23; 1,438 
2013-09-23;24; 1,499 
2013-09-24;1; 1,488 
2013-09-24;2; 1,515 
2013-09-24;3; 1,593 
2013-09-24;4; 1,765 
2013-09-24;5; 2,009 
2013-09-24;6; 2,293 
2013-09-24;7; 2,341 
2013-09-24;8; 2,429 
2013-09-24;9; 2,455 
2013-09-24;10; 2,320 
2013-09-24;11; 2,158 
2013-09-24;12; 2,022 
2013-09-24;13; 1,911 
2013-09-24;14; 1,811 
2013-09-24;15; 1,721 
2013-09-24;16; 1,634 
2013-09-24;17; 1,759 
2013-09-24;18; 1,774 
2013-09-24;19; 1,702 
2013-09-24;20; 1,640 
2013-09-24;21; 1,582 
2013-09-24;22; 1,532 
2013-09-24;23; 1,485 
2013-09-24;24; 1,439 
2013-09-25;1; 1,396 
2013-09-25;2; 1,352 
2013-09-25;3; 1,309 
2013-09-25;4; 1,263 
2013-09-25;5; 1,226 
2013-09-25;6; 1,189 
2013-09-25;7; 1,152 
2013-09-25;8; 1,118 
2013-09-25;9; 1,081 
2013-09-25;10; 1,051 
2013-09-25;11; 1,023 
2013-09-25;12; 0,998 
2013-09-25;13; 0,973 
2013-09-25;14; 0,949 
2013-09-25;15; 0,921 
2013-09-25;16; 0,894 
2013-09-25;17; 0,864 
2013-09-25;18; 0,845 
2013-09-25;19; 0,826 
2013-09-25;20; 0,813 
2013-09-25;21; 0,792 
2013-09-25;22; 0,776 
2013-09-25;23; 0,761 
2013-09-25;24; 0,744 
2013-09-26;1; 0,726 
2013-09-26;2; 0,708 
2013-09-26;3; 0,690 
2013-09-26;4; 0,669 
2013-09-26;5; 0,656 
2013-09-26;6; 0,642 
2013-09-26;7; 0,625 
2013-09-26;8; 0,612 
2013-09-26;9; 0,596 
2013-09-26;10; 0,582 
2013-09-26;11; 0,576 
2013-09-26;12; 0,567 
2013-09-26;13; 0,557 
2013-09-26;14; 0,549 
2013-09-26;15; 0,536 
2013-09-26;16; 0,522 
2013-09-26;17; 0,513 
2013-09-26;18; 0,498 
2013-09-26;19; 0,490 
2013-09-26;20; 0,481 
2013-09-26;21; 0,472 
2013-09-26;22; 0,471 
2013-09-26;23; 0,471 
2013-09-26;24; 0,474 
2013-09-27;1; 0,474 
2013-09-27;2; 0,477 
2013-09-27;3; 0,475 
2013-09-27;4; 0,474 
2013-09-27;5; 0,474 
2013-09-27;6; 0,471 
2013-09-27;7; 0,134 
2013-09-27;8; 0,469 
2013-09-27;9; 0,470 
2013-09-27;10; 0,463 
2013-09-27;11; 0,458 
2013-09-27;12; 0,129 
2013-09-27;13; 0,466 
2013-09-27;14; 0,464 
2013-09-27;15; 0,467 
2013-09-27;16; 0,120 
2013-09-27;17; 0,471 
2013-09-27;18; 0,468 
2013-09-27;19; 0,299 
2013-09-27;20; 0,254 
2013-09-27;21; 0,463 
2013-09-27;22; 0,461 
2013-09-27;23; 0,075 
2013-09-27;24; 0,471 
2013-09-28;1; 0,468 
2013-09-28;2; 0,085 
2013-09-28;3; 0,456 
2013-09-28;4; 0,465 
2013-09-28;5; 0,046 
2013-09-28;6; 0,484 
2013-09-28;7; 0,413 
2013-09-28;8; 0,088 
2013-09-28;9; 0,461 
2013-09-28;10; 0,294 
2013-09-28;11; 0,212 
2013-09-28;12; 0,468 
2013-09-28;13; 0,122 
2013-09-28;14; 0,362 
2013-09-28;15; 0,457 
2013-09-28;16; 0,029 
2013-09-28;17; 0,460 
2013-09-28;18; 0,298 
2013-09-28;19; 0,181 
2013-09-28;20; 0,456 
2013-09-28;21; 0,099 
2013-09-28;22; 0,357 
2013-09-28;23; 0,352 
2013-09-28;24; 0,087 
2013-09-29;1; 0,460 
2013-09-29;2; 0,139 
2013-09-29;3; 0,306 
2013-09-29;4; 0,345 
2013-09-29;5; 0,094 
2013-09-29;6; 0,467 
2013-09-29;7; 0,072 
2013-09-29;8; 0,366 
2013-09-29;9; 0,265 
2013-09-29;10; 0,162 
2013-09-29;11; 0,450 
2013-09-29;12; -   
2013-09-29;13; 0,427 
2013-09-29;14; 0,177 
2013-09-29;15; 0,235 
2013-09-29;16; 0,358 
2013-09-29;17; 0,037 
2013-09-29;18; 0,451 
2013-09-29;19; 0,087 
2013-09-29;20; 0,318 
2013-09-29;21; 0,282 
2013-09-29;22; 0,151 
2013-09-29;23; 0,459 
2013-09-29;24; 0,040 
2013-09-30;1; 0,414 
2013-09-30;2; 0,228 
2013-09-30;3; 0,211 
2013-09-30;4; 0,412 
2013-09-30;5; 0,007 
2013-09-30;6; 0,482 
2013-09-30;7; 0,123 
2013-09-30;8; 0,297 
2013-09-30;9; 0,316 
2013-09-30;10; 0,104 
2013-09-30;11; 0,467 
2013-09-30;12; 0,027 
2013-09-30;13; 0,387 
2013-09-30;14; 0,200 
2013-09-30;15; 0,207 
2013-09-30;16; 0,364 
2013-09-30;17; 0,032 
2013-09-30;18; 0,469 
2013-09-30;19; 0,077 
2013-09-30;20; 0,330 
2013-09-30;21; 0,252 
2013-09-30;22; 0,151 
2013-09-30;23; 0,416 
2013-09-30;24; -   
2013-10-01;1; 0,437 
2013-10-01;2; 0,125 
2013-10-01;3; 0,253 
2013-10-01;4; 0,294 
2013-10-01;5; 0,063 
2013-10-01;6; 0,471 
2013-10-01;7; 0,009 
2013-10-01;8; 0,342 
2013-10-01;9; 0,178 
2013-10-01;10; 0,162 
2013-10-01;11; 0,351 
2013-10-01;12; -   
2013-10-01;13; 0,448 
2013-10-01;14; 0,058 
2013-10-01;15; 0,268 
2013-10-01;16; 0,237 
2013-10-01;17; 0,072 
2013-10-01;18; 0,419 
2013-10-01;19; -   
2013-10-01;20; 0,364 
2013-10-01;21; 0,143 
2013-10-01;22; 0,182 
2013-10-01;23; 0,317 
2013-10-01;24; -   
2013-10-02;1; 0,459 
2013-10-02;2; 0,036 
2013-10-02;3; 0,266 
2013-10-02;4; 0,219 
2013-10-02;5; 0,049 
2013-10-02;6; 0,426 
2013-10-02;7; -   
2013-10-02;8; 0,288 
2013-10-02;9; 0,177 
2013-10-02;10; 0,067 
2013-10-02;11; 0,381 
2013-10-02;12; -   
2013-10-02;13; 0,308 
2013-10-02;14; 0,140 
2013-10-02;15; 0,081 
2013-10-02;16; 0,359 
2013-10-02;17; -   
2013-10-02;18; 0,305 
2013-10-02;19; 0,130 
2013-10-02;20; 0,086 
2013-10-02;21; 0,370 
2013-10-02;22; -   
2013-10-02;23; 0,327 
2013-10-02;24; 0,125 
2013-10-03;1; 0,090 
2013-10-03;2; 0,357 
2013-10-03;3; -   
2013-10-03;4; 0,300 
2013-10-03;5; 0,135 
2013-10-03;6; 0,023 
2013-10-03;7; 0,405 
2013-10-03;8; -   
2013-10-03;9; 0,203 
2013-10-03;10; 0,213 
2013-10-03;11; -   
2013-10-03;12; 0,360 
2013-10-03;13; 0,051 
2013-10-03;14; 0,052 
2013-10-03;15; 0,357 
2013-10-03;16; -   
2013-10-03;17; 0,222 
2013-10-03;18; 0,181 
2013-10-03;19; -   
2013-10-03;20; 0,357 
2013-10-03;21; 0,037 
2013-10-03;22; 0,006 
2013-10-03;23; 0,380 
2013-10-03;24; -   
2013-10-04;1; 0,097 
2013-10-04;2; 0,291 
2013-10-04;3; -   
2013-10-04;4; 0,173 
2013-10-04;5; 0,210 
2013-10-04;6; -   
2013-10-04;7; 0,219 
2013-10-04;8; 0,158 
2013-10-04;9; -   
2013-10-04;10; 0,241 
2013-10-04;11; 0,132 
2013-10-04;12; -   
2013-10-04;13; 0,247 
2013-10-04;14; 0,122 
2013-10-04;15; -   
2013-10-04;16; 0,234 
2013-10-04;17; 0,132 
2013-10-04;18; 0,076 
2013-10-04;19; 0,447 
2013-10-04;20; -   
2013-10-04;21; 0,474 
2013-10-04;22; 0,309 
2013-10-04;23; 0,209 
2013-10-04;24; 0,465 
2013-10-05;1; 0,246 
2013-10-05;2; 0,345 
2013-10-05;3; 0,480 
2013-10-05;4; 0,793 
2013-10-05;5; 1,167 
2013-10-05;6; 1,561 
2013-10-05;7; 2,251 
2013-10-05;8; 2,859 
2013-10-05;9; 2,535 
2013-10-05;10; 2,208 
2013-10-05;11; 2,063 
2013-10-05;12; 2,235 
2013-10-05;13; 2,961 
2013-10-05;14; 3,157 
2013-10-05;15; 3,427 
2013-10-05;16; 3,665 
2013-10-05;17; 3,938 
2013-10-05;18; 4,057 
2013-10-05;19; 4,499 
2013-10-05;20; 4,471 
2013-10-05;21; 4,134 
2013-10-05;22; 3,793 
2013-10-05;23; 3,437 
2013-10-05;24; 3,147 
2013-10-06;1; 2,883 
2013-10-06;2; 2,631 
2013-10-06;3; 2,413 
2013-10-06;4; 2,219 
2013-10-06;5; 2,064 
2013-10-06;6; 1,969 
2013-10-06;7; 2,032 
2013-10-06;8; 2,325 
2013-10-06;9; 2,694 
2013-10-06;10; 3,192 
2013-10-06;11; 3,582 
2013-10-06;12; 3,839 
2013-10-06;13; 3,913 
2013-10-06;14; 3,856 
2013-10-06;15; 3,815 
2013-10-06;16; 4,003 
2013-10-06;17; 4,512 
2013-10-06;18; 4,809 
2013-10-06;19; 4,830 
2013-10-06;20; 4,800 
2013-10-06;21; 4,798 
2013-10-06;22; 4,793 
2013-10-06;23; 4,761 
2013-10-06;24; 4,742 
2013-10-07;1; 4,747 
2013-10-07;2; 4,762 
2013-10-07;3; 4,772 
2013-10-07;4; 4,775 
2013-10-07;5; 4,778 
2013-10-07;6; 4,770 
2013-10-07;7; 4,771 
2013-10-07;8; 4,764 
2013-10-07;9; 4,769 
2013-10-07;10; 4,774 
2013-10-07;11; 4,770 
2013-10-07;12; 4,783 
2013-10-07;13; 4,779 
2013-10-07;14; 4,776 
2013-10-07;15; 4,780 
